,Symbol,Close,Transportation_CPI,Housing_CPI,Medical_care_CPI,Education_CPI,Food_Beverges_CPI,Oil_price,Date
9909,AOS,45.59999847412109,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9910,ABT,84.05999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9911,ABBV,65.4000015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9912,ABMD,183.63999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9913,ACN,195.75,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9914,ATVI,51.060001373291016,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9915,ADM,37.9900016784668,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9916,ADBE,282.45001220703125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9917,ADP,167.2100067138672,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9918,AAP,140.36000061035156,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9919,AES,15.34000015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9920,AFL,50.380001068115234,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9921,A,70.41000366210938,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9922,APD,225.5599975585937,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9923,AKAM,89.12000274658203,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9924,ALK,60.43000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9925,ALB,60.22999954223633,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9926,ARE,149.99000549316406,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9927,ALGN,177.91000366210938,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9928,ALLE,95.33000183105467,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9929,LNT,53.560001373291016,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9930,ALL,102.54000091552734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9931,GOOGL,58.477500915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9932,GOOG,58.41949844360352,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9933,MO,44.040000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9934,AMZN,89.49199676513672,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9935,AMCR,9.710000038146973,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9936,AMD,30.89999961853028,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9937,AEE,78.48999786376953,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9938,AAL,26.51000022888184,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9939,AEP,92.77999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9940,AXP,117.5999984741211,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9941,AIG,52.400001525878906,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9942,AMT,237.83999633789065,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9943,AWK,129.5,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9944,AMP,127.1999969482422,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9945,ABC,84.04000091552734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9946,AME,83.37999725341797,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9947,AMGN,205.5200042724609,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9948,APH,42.845001220703125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9949,ADI,106.37999725341795,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9950,ANSS,206.009994506836,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9951,AON,192.6100006103516,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9952,APA,21.40999984741211,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9953,AAPL,51.42499923706055,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9954,AMAT,47.61000061035156,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9955,APTV,81.55999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9956,ANET,56.0724983215332,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9957,AJG,89.66000366210938,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9958,AIZ,123.20999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9959,T,26.72205352783203,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9960,ATO,111.7699966430664,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9961,ADSK,141.14999389648438,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9962,AZO,1102.8299560546875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9963,AVB,214.08999633789065,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9964,AVY,112.66000366210938,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9965,BKR,22.14999961853028,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9966,BALL,79.93000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9967,BAC,27.049999237060547,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9968,BBWI,12.82134246826172,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9969,BAX,87.77999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9970,BDX,241.98048400878903,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9971,WRB,47.606666564941406,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9972,BRK-B,200.8999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9973,BBY,63.209999084472656,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9974,BIO,333.3399963378906,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9975,TECH,185.6499938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9976,BIIB,217.44000244140625,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9977,BLK,415.8200073242188,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9978,BK,41.52999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9979,BA,354.4200134277344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9980,BKNG,1941.780029296875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9981,BWA,32.31999969482422,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9982,BXP,128.8000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9983,BSX,41.66999816894531,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9984,BMY,48.040000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9985,AVGO,274.04998779296875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9986,BR,128.35000610351562,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9987,BRO,36.52999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9988,BF-B,59.43999862670898,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9989,CHRW,82.05000305175781,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9990,CDNS,68.13999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9991,CZR,35.41999816894531,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9992,CPT,108.86000061035156,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9993,CPB,45.43000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9994,COF,85.3499984741211,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9995,CAH,43.29999923706055,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9996,KMX,82.55999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9997,CCL,43.66999816894531,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9998,CTLT,52.060001373291016,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
9999,CAT,117.02999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10000,CBOE,119.08999633789062,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10001,CBRE,51.95000076293945,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10002,CDW,116.0199966430664,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10003,CE,111.6999969482422,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10004,CNC,46.13999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10005,CNP,28.290000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10006,CDAY,56.09999847412109,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10007,CF,47.25,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10008,CRL,130.7899932861328,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10009,SCHW,37.959999084472656,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10010,CHTR,411.80999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10011,CVX,116.2699966430664,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10012,CMG,827.8699951171875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10013,CB,158.55999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10014,CHD,79.87000274658203,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10015,CI,154.99000549316406,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10016,CINF,112.68000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10017,CTAS,259.92999267578125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10018,CSCO,46.5,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10019,C,63.41999816894531,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10020,CFG,32.88999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10021,CTXS,92.9000015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10022,CLX,162.35000610351562,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10023,CME,217.759994506836,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10024,CMS,64.37999725341797,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10025,KO,55.29999923706055,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10026,CTSH,61.47999954223633,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10027,CL,74.30999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10028,CMCSA,43.880001068115234,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10029,CMA,59.93000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10030,CAG,28.5,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10031,COP,52.040000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10032,ED,90.63999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10033,STZ,208.3500061035156,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10034,COO,299.5400085449219,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10035,CPRT,74.76000213623047,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10036,GLW,27.06999969482422,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10037,CTVA,28.229999542236328,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10038,COST,292.04998779296875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10039,CTRA,17.020000457763672,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10040,CCI,147.5800018310547,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10041,CSX,22.11666679382324,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10042,CMI,145.91000366210938,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10043,CVS,60.68999862670898,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10044,DHI,49.790000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10045,DHR,139.8699951171875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10046,DRI,119.5199966430664,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10047,DVA,58.540000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10048,DE,150.82000732421875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10049,DAL,57.290000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10050,XRAY,51.72999954223633,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10051,DVN,22.09000015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10052,DXCM,43.06499862670898,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10053,FANG,97.0,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10054,DLR,125.52999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10055,DFS,78.45999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10056,DISH,32.849998474121094,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10057,DIS,136.30999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10058,DG,155.6300048828125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10059,DLTR,101.98999786376952,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10060,D,78.80000305175781,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10061,DPZ,226.8699951171875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10062,DOV,92.51000213623048,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10063,DOW,41.79999923706055,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10064,DTE,112.23829650878906,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10065,DUK,93.66999816894533,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10066,DRE,33.459999084472656,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10067,DD,67.44999694824219,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10068,DXC,31.540000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10069,EMN,64.30999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10070,ETN,78.48999786376953,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10071,EBAY,39.7400016784668,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10072,ECL,204.4900054931641,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10073,EIX,73.4000015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10074,EW,72.87000274658203,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10075,EA,94.83000183105467,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10076,ELV,258.1000061035156,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10077,LLY,113.95999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10078,EMR,58.400001525878906,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10079,ENPH,27.700000762939453,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10080,ETR,115.18000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10081,EOG,74.12999725341797,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10082,EPAM,188.2700042724609,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10083,EFX,145.6199951171875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10084,EQIX,565.9099731445312,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10085,EQR,85.79000091552734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10086,ESS,322.6199951171875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10087,EL,199.4900054931641,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10088,ETSY,50.29999923706055,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10089,RE,241.6699981689453,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10090,EVRG,65.55000305175781,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10091,ES,81.47000122070312,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10092,EXC,34.179744720458984,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10093,EXPE,128.77999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10094,EXPD,70.20999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10095,EXR,122.45999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10096,XOM,68.55999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10097,FFIV,128.0800018310547,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10098,FDS,270.32000732421875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10099,FAST,29.71999931335449,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10100,FRT,131.64999389648438,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10101,FDX,155.3699951171875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10102,FITB,25.739999771118164,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10103,FRC,88.05999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10104,FE,46.540000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10105,FIS,136.57000732421875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10106,FISV,105.83999633789062,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10107,FLT,292.9200134277344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10108,FMC,85.0999984741211,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10109,F,9.100000381469728,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10110,FTNT,15.605999946594238,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10111,FTV,57.757320404052734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10112,FBHS,49.02000045776367,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10113,FOXA,32.77000045776367,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10114,FOX,32.43000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10115,BEN,26.030000686645508,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10116,FCX,9.06999969482422,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10117,GRMN,81.20999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10118,IT,132.4600067138672,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10119,GNRC,73.79000091552734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10120,GD,189.27999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10121,GE,66.63999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10122,GIS,54.29999923706055,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10123,GM,36.90999984741211,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10124,GPC,90.8000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10125,GILD,62.970001220703125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10126,GL,88.13999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10127,GPN,167.25,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10128,GS,198.97000122070312,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10129,HAL,18.76000022888184,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10130,HIG,58.84999847412109,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10131,HAS,109.38999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10132,HCA,119.95999908447266,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10133,PEAK,35.540000915527344,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10134,HSIC,61.560001373291016,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10135,HSY,159.92999267578125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10136,HES,63.27999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10137,HPE,13.489999771118164,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10138,HLT,91.30999755859376,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10139,HOLX,48.459999084472656,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10140,HD,224.07000732421875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10141,HON,163.52999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10142,HRL,42.84000015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10143,HST,16.030000686645508,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10144,HWM,25.979999542236328,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10145,HPQ,18.14999961853028,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10146,HUM,280.3599853515625,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10147,HBAN,12.880000114440918,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10148,HII,208.0399932861328,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10149,IBM,128.2026824951172,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10150,IEX,161.25999450683594,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10151,IDXX,286.0799865722656,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10152,ITW,145.05999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10153,ILMN,272.17999267578125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10154,INCY,80.05999755859375,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10155,IR,27.459999084472656,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10156,INTC,46.97999954223633,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10157,ICE,93.7699966430664,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10158,IP,36.04166793823242,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10159,IPG,19.93000030517578,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10160,IFF,109.1500015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10161,INTU,284.20001220703125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10162,ISRG,164.64666748046875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10163,IVZ,15.529999732971191,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10164,IQV,153.91000366210938,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10165,IRM,32.369998931884766,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10166,JBHT,106.6500015258789,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10167,JKHY,144.57000732421875,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10168,J,89.29000091552734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10169,JNJ,128.74000549316406,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10170,JCI,42.0099983215332,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10171,JPM,108.55999755859376,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10172,JNPR,22.63999938964844,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10173,K,63.70000076293945,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10174,KDP,26.600000381469727,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10175,KEY,16.219999313354492,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10176,KEYS,94.79000091552734,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10177,KMB,141.50999450683594,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10178,KIM,18.729999542236328,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10179,KMI,20.1200008392334,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10180,KLAC,149.92999267578125,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10181,KHC,26.059999465942383,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10182,KR,24.01000022888184,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10183,LHX,210.52999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10184,LH,167.58999633789062,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10185,LRCX,212.94000244140625,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10186,LW,71.36000061035156,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
10187,LVS,54.27999877929688,-1.29768,2.95058,2.73114,0.29751,1.66072,58.55,2019-09
